section,question,n_target_rules,n_retrieved_rules,len_context
1 Introduction,How many players are on each team in a game of ultimate?,1,1,4858
1 Introduction,What happens when a pass is incomplete in a game of ultimate?,1,0,3470
1 Introduction,Can a player run while holding the disc in ultimate?,1,0,4602
1 Introduction,"In ultimate, how is the disc advanced during play?",1,0,5284
1 Introduction,Who is responsible for officiating the game in ultimate?,1,1,5444
1 Introduction,What is the Event Organizer Clause in the rules of ultimate?,1,1,5106
1 Introduction,What is the Captain's Clause in the rules of ultimate?,1,1,5106
1 Introduction,"Can the rules of ultimate be modified for specific events? If so, how?",2,2,4260
1 Introduction,What is meant by 'Spirit of the Game' in ultimate?,1,0,3480
1 Introduction,How do specific rules relate to general rules in ultimate?,1,1,4098
2 Spirit of the Game,What is the core principle behind 'Spirit of the Game' in ultimate?,1,1,3480
2 Spirit of the Game,Who is responsible for knowing and adhering to the rules in ultimate?,1,1,4789
2 Spirit of the Game,What should happen if a player intentionally violates the rules in ultimate?,1,1,4530
2 Spirit of the Game,What are players required to do when acting as officials in disputes?,10,10,4751
2 Spirit of the Game,"Can a player be removed from the game for poor spirit, and if so, how?",1,1,4219
2 Spirit of the Game,What actions should players take to support good spirit in ultimate?,9,9,3387
2 Spirit of the Game,What actions are considered violations of the Spirit of the Game?,8,8,4740
2 Spirit of the Game,How should teams handle teaching and maintaining the Spirit of the Game?,5,5,4452
2 Spirit of the Game,What is expected of experienced players when a novice player commits an infraction?,1,1,4807
2 Spirit of the Game,What should players do if they cannot agree on what occurred during a play?,3,3,5352
3 Definitions,What is the definition of 'best perspective' in ultimate?,1,1,3443
3 Definitions,Can sideline players offer their perspective without being asked by a player?,1,1,4779
3 Definitions,What constitutes a completed pass in ultimate?,1,1,3042
3 Definitions,How is a foul defined in ultimate?,1,0,3411
3 Definitions,What does 'ground contact' include in ultimate?,1,1,4350
3 Definitions,When is a defender considered to be guarding an offensive player?,1,0,692
3 Definitions,What is the definition of incidental contact in ultimate?,1,1,4361
3 Definitions,What defines a 'legal position' for a marker in ultimate?,1,1,4729
3 Definitions,What does 'possession of the disc' entail in ultimate?,3,3,4352
3 Definitions,What is a 'pull' in ultimate?,1,0,1934
4 Playing Field,What is the recommended surface for an ultimate playing field?,1,1,5023
4 Playing Field,Are the perimeter lines considered part of the playing field in ultimate?,1,1,4784
4 Playing Field,What are the end zones in ultimate?,1,1,4934
4 Playing Field,Where are brick marks located on an ultimate field?,1,1,3759
4 Playing Field,What is the central zone in ultimate?,1,1,5000
4 Playing Field,Where are the goal lines located on an ultimate field?,1,1,4434
4 Playing Field,What is the purpose of the equipment line in ultimate?,1,0,5226
4 Playing Field,What should be done if play is obstructed by spectators or objects within five yards of the playing field?,1,0,4080
4 Playing Field,How are the corners of the central zone and the end zones marked?,1,1,3102
4 Playing Field,Where are reverse brick marks located on an ultimate field?,1,1,4091
5 Equipment,What should be done if team captains cannot agree on which disc to use?,1,1,3861
5 Equipment,Can players wear clothing with hard or sharp components during a game?,1,1,3486
5 Equipment,Are players allowed to wear metallic baseball cleats during a game?,1,1,4866
5 Equipment,What is recommended for player attire in tournament play?,1,1,4606
5 Equipment,Can a player use their clothing to help catch the disc?,1,0,4176
5 Equipment,Is it acceptable for a player to spike the disc violently after scoring?,1,0,5034
5 Equipment,Are players allowed to communicate using electronic devices during a point?,1,1,3597
5 Equipment,Can a player wear a jersey that is the same color as the opposing team?,1,0,747
5 Equipment,Is it against the rules to use a hearing aid during a game?,1,1,3803
5 Equipment,What should players avoid doing with field markers?,1,0,5234
6 Length of Game,What is the game total in a standard game of ultimate?,1,1,4431
6 Length of Game,When does halftime begin in a game of ultimate?,2,1,3532
6 Length of Game,How long is the standard halftime in a game of ultimate?,1,1,4402
6 Length of Game,What happens at the soft cap in an ultimate game?,1,1,3659
6 Length of Game,What occurs if the hard cap is reached during halftime?,1,1,2961
6 Length of Game,What is the procedure if the score is tied when the hard cap is reached?,1,1,2800
6 Length of Game,How is the new halftime target determined if the halftime cap is reached?,1,1,2961
6 Length of Game,What is the time allowed for the offense to line up after halftime ends?,1,0,3321
6 Length of Game,What is the time allowed for the defense to pull after halftime ends?,1,1,3801
6 Length of Game,How is the new game total determined if the soft cap occurs during halftime?,1,0,2961
7 Timeouts,How many team timeouts does each team have per half in a standard ultimate game?,1,1,3870
7 Timeouts,What is the duration of a team timeout in ultimate?,1,1,4078
7 Timeouts,Can a timeout be called between a re-pull call and the ensuing pull in ultimate?,1,1,3894
7 Timeouts,Who can call a timeout after the pull in ultimate?,1,1,3894
7 Timeouts,What should a player do to call a timeout after the pull in ultimate?,1,1,3894
7 Timeouts,What happens if a thrower calls a timeout when the team has no timeouts remaining in ultimate?,1,1,4958
7 Timeouts,What is the primary concern during an injury timeout in ultimate?,2,2,4059
7 Timeouts,Who can call an injury timeout in ultimate?,1,1,4220
7 Timeouts,What happens if an injured player does not leave the game after an injury timeout in ultimate?,1,1,3987
7 Timeouts,What is a spirit timeout in ultimate?,1,1,3082
8 Player Substitutions,When can a team make player substitutions in ultimate?,1,0,3145
8 Player Substitutions,Can a team substitute players after a re-pull call in ultimate?,1,0,3821
8 Player Substitutions,Is it allowed to substitute players after a goal in ultimate?,1,0,3689
8 Player Substitutions,What conditions allow player substitutions to replace injured players in ultimate?,1,0,3371
8 Player Substitutions,Can a team substitute players to replace those with illegal equipment in ultimate?,1,0,4519
8 Player Substitutions,What happens if a player is removed due to misconduct in ultimate?,1,0,5329
8 Player Substitutions,Can substitutions be made to resolve an incorrect personnel violation in ultimate?,1,0,4141
8 Player Substitutions,Are there any restrictions on the number of players an opposing team can substitute if the other team makes a substitution due to injury?,1,0,3243
8 Player Substitutions,What is the rule regarding player substitutions after a goal in ultimate?,1,0,3689
8 Player Substitutions,Under what circumstances can player substitutions occur after a re-pull call in ultimate?,1,0,3235
9 Starting and Restarting Play,How is it determined which team chooses to receive or throw the initial pull at the start of the game?,1,0,3276
9 Starting and Restarting Play,What happens if only one team fails to signal readiness for the start of a scheduled game?,1,0,4486
9 Starting and Restarting Play,What must occur before the pull can be made at the start of each half or after each goal?,1,0,3478
9 Starting and Restarting Play,What is the maximum number of players a team can have on the field to signal readiness for the pull?,1,0,4401
9 Starting and Restarting Play,What must players on the pulling team do after signaling readiness but before the pull is made?,1,0,3246
9 Starting and Restarting Play,What can the receiving team do if the pulling team fails to maintain proper positioning before the pull?,1,0,3579
9 Starting and Restarting Play,What happens if a player on the throwing team touches the pull in the air before a member of the receiving team does?,1,0,4212
9 Starting and Restarting Play,Where is the disc put into play if the pull hits the ground untouched and remains in-bounds?,1,0,4679
9 Starting and Restarting Play,What must occur if there is a time violation by the receiving team after a team has already received a warning?,1,0,4087
9 Starting and Restarting Play,What should a player do to restart play with an offensive self-check?,1,0,3526
10 In- and Out-of-bounds,What is considered in-bounds on the playing field in ultimate?,1,1,3818
10 In- and Out-of-bounds,"If a player catches the disc in-bounds but their momentum carries them out-of-bounds, are they considered in-bounds or out-of-bounds?",1,1,3476
10 In- and Out-of-bounds,Can a thrower pivot with part of their body in the out-of-bounds area?,1,1,3887
10 In- and Out-of-bounds,What happens if an in-bounds defender catches the disc while airborne and then lands out-of-bounds?,1,1,3476
10 In- and Out-of-bounds,What defines a disc as being out-of-bounds?,1,1,3476
10 In- and Out-of-bounds,Can a disc fly outside the perimeter line and still be in play?,1,1,4292
10 In- and Out-of-bounds,How is a disc put back into play after it goes out-of-bounds?,1,1,4894
10 In- and Out-of-bounds,Does the status of a disc change if it is contacted by an observer?,1,0,3067
10 In- and Out-of-bounds,What happens if a player lands on an opponent and their first ground contact is out-of-bounds?,1,1,3321
10 In- and Out-of-bounds,Do events that happen after the disc goes out-of-bounds affect where it is put into play?,1,1,4325
11 End Zone Possession,What must a player do if they gain possession in the end zone they are defending due to a turnover?,1,0,3080
11 End Zone Possession,"If a player gains possession in their defending end zone, can they put the disc into play in between the spot of the disc and the goal line?",1,0,4100
11 End Zone Possession,What happens if a player delays unreasonably while carrying the disc to the goal line after gaining possession in their defending end zone?,1,0,4540
11 End Zone Possession,"When a team gains possession in the end zone they are attacking, where must the player put the disc into play?",1,0,4192
11 End Zone Possession,"If there is a dead disc in the attacking end zone, where is the disc checked into play?",1,0,4742
11 End Zone Possession,Can a player fake a throw after gaining possession in their defending end zone?,1,0,3614
11 End Zone Possession,"If a player gains possession in the attacking end zone without scoring, what must they do?",1,0,4584
11 End Zone Possession,What is the rule regarding the speed at which a player can carry the disc to the goal line in their defending end zone?,1,0,4643
11 End Zone Possession,What must a player do if they gain possession of a dead disc in the attacking end zone?,1,0,4660
11 End Zone Possession,"If a player gains possession in their defending end zone, can they choose to establish a pivot instead of carrying the disc to the goal line?",1,0,2178
12 Scoring,What constitutes a goal in ultimate according to rule 12.A?,1,1,4451
12 Scoring,What must a player's first point of ground contact be to be considered in the end zone according to rule 12.A.1?,1,1,3087
12 Scoring,"If a player receives a pass outside the end zone and comes to a stop contacting the end zone, what must they do according to rule 12.B?",1,1,4762
12 Scoring,What happens if a player scores but then unknowingly throws another pass according to rule 12.C?,1,1,3742
12 Scoring,Can a player call 'goal' before completing all ground contact related to the catch according to rule 12.D?,1,1,4371
12 Scoring,What should a player do to indicate a goal has been scored according to rule 12.D?,1,1,4432
12 Scoring,What happens after a contested or retracted goal call according to rule 12.D?,1,1,4129
12 Scoring,"In an observed game, does a player's 'goal' call stop play according to rule 12.D?",1,1,4195
12 Scoring,"If a player lands out of the end zone due to an uncontested force-out foul, what is the result according to rule 12.A.2?",1,0,3571
12 Scoring,What rule is the act of scoring a goal subject to according to rule 12.E?,1,1,4432
13 Turnovers,What happens if a pass is incomplete in ultimate?,1,0,3853
13 Turnovers,Does a disc contacting the ground without a player possessing it result in a turnover?,1,1,3156
13 Turnovers,What happens if the thrower accidentally drops the disc and it touches the ground?,1,0,2628
13 Turnovers,Is it a turnover if the thrower regains possession of an accidentally dropped disc before it contacts the ground?,1,1,4067
13 Turnovers,What is the result if a defender intercepts a pass but loses possession before ground contact?,1,0,818
13 Turnovers,What happens if the marker's count reaches ten before the throw is released?,1,0,5005
13 Turnovers,Is handing the disc to another player allowed in ultimate?,1,0,4451
13 Turnovers,Does the thrower catching their own legally thrown disc result in a turnover?,1,1,3718
13 Turnovers,What is the consequence if an offensive player uses equipment to assist in catching a pass?,1,1,4176
13 Turnovers,Can tacky gloves be used to assist in catching a pass without causing a turnover?,1,1,4425
14 The Thrower,What must an offensive player do if they pick up a live or in-play disc?,1,0,4506
14 The Thrower,What should the thrower do when gaining possession at the spot where the disc is in play?,1,1,3808
14 The Thrower,What happens if an offensive player does not pick up an in-bounds disc within ten seconds after it comes to rest in the central zone?,2,1,4756
14 The Thrower,What is the time limit for putting the disc into play if it is out-of-bounds or comes to rest in the end zone?,1,0,4756
14 The Thrower,What must a player do if they introduce a replacement disc because the original disc is not retrievable quickly?,3,1,4032
14 The Thrower,What can a defensive player do if the offensive player delays putting the disc into play in violation of rule 20.B?,1,1,4346
14 The Thrower,What happens if the offensive player stops the behavior in violation of rule 20.B before the full utterance of 'zero'?,1,1,4965
14 The Thrower,What must a thrower do to put a live disc into play?,1,1,4404
14 The Thrower,Can non-playing members of the offensive team assist in retrieving a live disc?,1,1,3676
14 The Thrower,What must happen if the disc is out-of-bounds and the offensive team does not put it into play within twenty seconds?,1,1,4190
15 The Marker,What is the minimum time required to complete a legal stall count from one to ten?,1,1,3964
15 The Marker,Who is allowed to initiate or continue a stall count?,1,1,5005
15 The Marker,What happens if the thrower has not released the disc by the first utterance of the word 'ten'?,1,1,4176
15 The Marker,What must a new marker do if the defense switches markers during a stall count?,1,1,3981
15 The Marker,What is a 'fast count' violation?,1,1,4982
15 The Marker,"Can the thrower call a marking violation, and if so, how?",1,1,4721
15 The Marker,What is a 'double team' marking violation?,1,1,2891
15 The Marker,What should the marker do if a marking violation is called?,1,1,4376
15 The Marker,What is considered a 'disc space' violation?,1,1,3786
15 The Marker,What happens if a stall count is interrupted by a call?,1,1,4386
16. The Receiver,Can a player tip the disc to themselves to advance it?,1,0,4353
16. The Receiver,What must a player do after catching a pass?,1,0,2937
16. The Receiver,Is it legal for a player to bobble the disc to gain control?,1,0,4655
16. The Receiver,"If a player catches the disc while running, can they release a pass without stopping?",1,0,3912
16. The Receiver,What happens if offensive and defensive players catch the disc simultaneously?,1,0,3920
16. The Receiver,Who makes the call if it is unclear whether a catch was made in-bounds or out-of-bounds?,1,0,1521
16. The Receiver,Is it legal to tip the disc to someone else?,1,0,4808
16. The Receiver,What happens if a player increases speed after catching the disc while running?,1,0,3309
16. The Receiver,Can a player use the ground to help them catch the disc?,1,0,3915
16. The Receiver,Can a player kick the disc up to themselves to catch it?,1,0,3376
17. Violations and Fouls,Who is allowed to call an infraction during a game of ultimate?,1,1,5133
17. Violations and Fouls,What happens if a player contests an infraction call because they believe it did not occur?,1,0,3895
17. Violations and Fouls,What is the Continuation Rule in ultimate?,1,1,4363
17. Violations and Fouls,What should players do if they agree that an infraction did not affect the outcome of the play?,1,1,4342
17. Violations and Fouls,What is the procedure if a player makes a call and later realizes it was incorrect?,1,1,5119
17. Violations and Fouls,What is considered a 'dangerous play' in ultimate?,1,1,5164
17. Violations and Fouls,Can a player call a foul if they have only momentary contact with the disc?,1,0,4573
17. Violations and Fouls,"What is a pick in ultimate, and who can call it?",2,2,1992
17. Violations and Fouls,What is the rule regarding traveling in ultimate?,1,1,5118
17. Violations and Fouls,"What happens if a player stops playing because they hear a call, but the play was not actually affected?",1,1,4200
18. Positioning,Can a player take any position on the field if it is occupied by an opposing player?,1,1,2393
18. Positioning,"Is a player allowed to land at a different spot after jumping, even if the spot was occupied when they took off?",1,1,3239
18. Positioning,Does jumping to a spot instead of running negate a blocking foul?,1,1,3762
18. Positioning,Can a player use their extended arms to block an opponent's movement?,1,1,3954
18. Positioning,Are a player's arms considered extended during normal running and jumping?,1,1,3271
18. Positioning,What must a player ensure when taking a position on the field?,1,1,3089
18. Positioning,Is a player entitled to land at the take-off spot without interference?,1,1,3937
18. Positioning,Can a player extend their leg to block an opponent's path?,1,1,1270
18. Positioning,What happens if a player causes personal contact while trying to take a position?,1,1,3787
18. Positioning,What is a player responsible for when jumping to a new spot?,1,1,3004
19. Observers,When can observers be used in an ultimate game?,1,1,3747
19. Observers,What are some of the duties observers can perform during a game?,5,5,3733
19. Observers,Can an observer resolve a player dispute without a request from the players?,1,1,3778
19. Observers,What happens to play after an observer resolves a dispute?,1,1,3356
19. Observers,What authority do observers have regarding Spirit of the Game infractions?,1,1,3804
19. Observers,Do players have to follow the observers' decisions in a game with observers?,1,1,3778
19. Observers,Can players overrule an observer's decision?,1,1,2957
19. Observers,Under what conditions might observers deny a team's decision to decline a penalty?,1,1,4456
19. Observers,What is an example of when an observer should accept a declination of a penalty?,1,1,4303
19. Observers,What should happen if teams mutually agree to ignore sideline technicals and do not maintain proper safety buffers?,1,1,4174
